"Date","Price","Open","High","Low","Change %"
"09/05/2019","12.300","12.300","12.300","12.300","0.00%"
"09/04/2019","12.300","12.300","12.300","12.300","0.41%"
"09/03/2019","12.250","12.250","12.250","12.250","-0.41%"
"09/02/2019","12.300","11.950","12.300","11.950","0.00%"
"08/31/2019","12.300","12.300","12.300","12.300","0.00%"
"08/30/2019","12.300","12.300","12.300","12.300","0.00%"
"08/29/2019","12.300","12.300","12.300","12.300","0.01%"
"08/28/2019","12.299","12.299","12.300","12.299","0.00%"
"08/27/2019","12.299","12.299","12.300","11.850","-0.01%"
"08/26/2019","12.300","12.300","12.300","12.300","0.41%"
"08/23/2019","12.250","12.250","12.250","12.250","-0.81%"
"08/22/2019","12.350","12.350","12.350","12.350","-0.87%"
"08/21/2019","12.458","12.458","12.458","12.250","-0.32%"
"08/20/2019","12.498","12.498","12.498","12.250","0.00%"
"08/19/2019","12.498","12.498","12.498","12.250","2.02%"
"08/17/2019","12.250","12.250","12.250","12.250","0.00%"
"08/16/2019","12.250","12.498","12.498","12.250","-1.98%"
"08/15/2019","12.498","12.498","12.498","12.250","2.02%"
"08/14/2019","12.250","12.250","12.250","12.250","0.00%"
"08/13/2019","12.250","12.200","12.250","12.200","0.72%"
"08/12/2019","12.163","12.163","12.163","12.163","-2.05%"
"08/09/2019","12.417","12.417","12.417","12.200","1.78%"
"08/08/2019","12.200","12.200","12.200","12.200","-1.75%"
"08/07/2019","12.417","12.417","12.417","12.200","0.00%"
"08/06/2019","12.417","12.417","12.417","12.417","1.78%"
"08/05/2019","12.200","12.200","12.200","12.200","0.41%"
"08/03/2019","12.150","12.150","12.150","12.150","0.00%"
"08/02/2019","12.150","12.150","12.150","12.150","0.00%"
"08/01/2019","12.150","12.150","12.150","12.150","-1.52%"
"07/31/2019","12.338","12.338","12.338","12.338","-0.64%"
"07/30/2019","12.417","12.417","12.417","12.400","0.00%"
"07/29/2019","12.417","12.417","12.417","12.400","0.54%"
"07/27/2019","12.350","12.350","12.350","12.350","0.00%"
"07/26/2019","12.350","12.417","12.417","12.350","-0.54%"
"07/25/2019","12.417","12.417","12.417","12.350","-1.59%"
"07/24/2019","12.617","12.617","12.617","12.250","3.00%"
"07/23/2019","12.250","12.250","12.250","12.250","0.00%"
"07/22/2019","12.250","12.250","12.250","12.250","-0.81%"
"07/20/2019","12.350","12.350","12.350","12.350","0.36%"
"07/19/2019","12.306","12.306","12.306","12.306","-2.46%"
"07/18/2019","12.617","12.617","12.617","12.350","0.00%"
"07/17/2019","12.617","12.617","12.617","12.350","2.16%"
"07/16/2019","12.350","12.350","12.350","12.350","0.00%"
"07/15/2019","12.350","12.350","12.350","12.350","0.00%"
"07/13/2019","12.350","12.350","12.350","12.350","0.00%"
"07/12/2019","12.350","12.350","12.350","12.350","0.28%"
"07/11/2019","12.316","12.316","12.316","12.316","-0.28%"
"07/10/2019","12.350","12.350","12.350","12.350","0.00%"
"07/09/2019","12.350","12.350","12.350","12.350","0.00%"
"07/08/2019","12.350","12.350","12.350","12.350","-0.80%"
"07/05/2019","12.450","12.450","12.450","12.450","2.47%"
"07/04/2019","12.150","12.150","12.150","12.150","-2.41%"
"07/03/2019","12.450","12.450","12.450","12.450","0.00%"
"07/02/2019","12.450","12.450","12.450","12.450","0.00%"
"07/01/2019","12.450","12.450","12.450","12.450","-0.40%"
"06/29/2019","12.500","12.500","12.500","12.500","0.00%"
"06/28/2019","12.500","12.500","12.500","12.500","-0.93%"
"06/27/2019","12.617","12.617","12.617","12.617","0.94%"
"06/26/2019","12.500","12.500","12.500","12.500","-0.93%"
"06/25/2019","12.617","12.617","12.617","12.500","0.00%"
"06/24/2019","12.617","12.617","12.617","12.500","0.58%"
"06/21/2019","12.544","12.544","12.544","12.544","0.35%"
"06/20/2019","12.500","12.500","12.500","12.500","0.00%"
"06/19/2019","12.500","12.500","12.500","12.500","-0.79%"
"06/18/2019","12.600","12.600","12.600","12.600","0.00%"
"06/17/2019","12.600","12.600","12.600","12.600","0.00%"
"06/14/2019","12.600","12.600","12.600","12.600","0.00%"
"06/13/2019","12.600","12.600","12.600","12.600","0.00%"
"06/12/2019","12.600","12.600","12.600","12.600","0.30%"
"06/11/2019","12.562","12.562","12.562","12.562","-0.30%"
"06/10/2019","12.600","12.600","12.600","12.600","-0.40%"
"06/07/2019","12.650","12.650","12.650","12.650","0.40%"
"06/06/2019","12.600","12.600","12.600","12.600","0.30%"
"06/05/2019","12.562","12.562","12.562","12.562","-0.70%"
"06/04/2019","12.650","12.650","12.650","12.600","0.40%"
"06/03/2019","12.600","12.600","12.600","12.600","0.00%"
"06/01/2019","12.600","12.600","12.600","12.600","-1.42%"
"05/31/2019","12.782","12.782","12.782","12.650","0.00%"
"05/30/2019","12.782","12.782","12.782","12.650","0.00%"
"05/29/2019","12.782","12.782","12.782","12.650","0.00%"
"05/28/2019","12.782","12.782","12.782","12.782","0.00%"
"05/27/2019","12.782","12.782","12.782","12.650","1.64%"
"05/24/2019","12.576","12.576","12.576","12.576","-0.66%"
"05/23/2019","12.659","12.659","12.659","12.600","0.00%"
"05/22/2019","12.659","12.659","12.659","12.600","0.47%"
"05/21/2019","12.600","12.600","12.600","12.600","0.80%"
"05/20/2019","12.500","12.600","12.600","12.500","-1.19%"
"05/18/2019","12.650","12.650","12.650","12.650","-0.39%"
"05/17/2019","12.700","12.700","12.700","12.700","0.40%"
"05/16/2019","12.650","12.700","12.700","12.650","0.29%"
"05/15/2019","12.613","12.613","12.613","12.613","-0.29%"
"05/14/2019","12.650","12.650","12.650","12.650","0.00%"
"05/13/2019","12.650","12.650","12.650","12.650","-0.66%"
"05/11/2019","12.734","12.734","12.734","12.734","0.59%"
"05/10/2019","12.659","12.659","12.734","12.659","0.00%"
"05/09/2019","12.659","12.659","12.734","12.659","0.00%"
"05/08/2019","12.659","12.659","12.659","12.550","0.00%"
"05/07/2019","12.659","12.659","12.659","12.659","0.87%"
"05/06/2019","12.550","12.500","12.550","12.500","-0.86%"
"05/03/2019","12.659","12.659","12.659","12.659","-0.32%"
"05/02/2019","12.700","12.659","12.700","12.500","0.32%"
"05/01/2019","12.659","12.659","12.659","12.659","0.00%"
"04/30/2019","12.659","12.659","12.659","12.659","-1.21%"
"04/29/2019","12.814","12.814","12.814","12.500","2.51%"
"04/27/2019","12.500","12.450","12.500","12.450","0.40%"
"04/26/2019","12.450","12.689","12.689","12.450","0.00%"
"04/25/2019","12.450","12.450","12.450","12.450","0.00%"
"04/24/2019","12.450","12.450","12.450","12.450","0.00%"
"04/23/2019","12.450","12.500","12.500","12.450","-0.32%"
"04/22/2019","12.490","12.490","12.490","12.490","-2.04%"
"04/20/2019","12.750","12.750","12.750","12.750","2.08%"
"04/19/2019","12.490","12.750","12.750","12.490","-2.04%"
"04/18/2019","12.750","12.750","12.750","12.750","2.00%"
"04/17/2019","12.500","12.500","12.500","12.500","0.00%"
"04/16/2019","12.500","12.500","12.500","12.500","0.00%"
"04/15/2019","12.500","12.500","12.500","12.500","0.00%"
"04/13/2019","12.500","12.500","12.500","12.500","-1.49%"
"04/12/2019","12.689","12.689","12.689","12.450","1.92%"
"04/11/2019","12.450","12.450","12.450","12.450","0.00%"
"04/10/2019","12.450","12.449","12.450","12.449","-2.35%"
"04/09/2019","12.750","12.750","12.750","12.750","0.00%"
"04/08/2019","12.750","12.750","12.750","12.750","2.00%"
"04/05/2019","12.500","12.500","12.500","12.500","-1.49%"
"04/04/2019","12.689","12.689","12.750","12.500","0.00%"
"04/03/2019","12.689","12.689","12.750","12.500","-0.48%"
"04/02/2019","12.750","12.750","12.750","12.750","0.00%"
"04/01/2019","12.750","12.750","12.750","12.500","0.00%"
"03/30/2019","12.750","12.750","12.750","12.750","0.00%"
"03/29/2019","12.750","12.750","12.750","12.750","2.35%"
"03/28/2019","12.457","12.450","12.457","12.450","-1.83%"
"03/27/2019","12.689","12.689","12.689","12.689","0.00%"
"03/26/2019","12.689","12.689","12.689","12.450","2.52%"
"03/25/2019","12.377","12.750","12.800","12.750","-2.93%"
"03/23/2019","12.750","12.350","12.750","12.350","0.48%"
"03/22/2019","12.689","12.689","12.750","12.350","-0.48%"
"03/21/2019","12.750","12.350","12.750","12.350","0.00%"
"03/20/2019","12.750","12.750","12.750","12.350","0.00%"
"03/19/2019","12.750","12.350","12.750","12.350","3.24%"
"03/18/2019","12.350","12.350","12.750","12.350","-3.14%"
"03/17/2019","12.750","12.350","12.750","12.350","0.00%"
"03/16/2019","12.750","12.350","12.750","12.350","-0.69%"
"03/15/2019","12.838","12.838","12.838","12.550","2.29%"
"03/14/2019","12.550","12.550","12.550","12.550","0.00%"
"03/13/2019","12.550","12.550","12.550","12.550","0.00%"
"03/12/2019","12.550","12.550","12.550","12.550","-1.57%"
"03/11/2019","12.750","12.750","12.750","12.750","0.00%"
"03/09/2019","12.750","12.700","12.750","12.700","0.50%"
"03/08/2019","12.687","12.750","12.750","12.687","-0.49%"
"03/07/2019","12.750","12.750","12.750","12.750","-0.69%"
"03/06/2019","12.838","12.838","12.838","12.700","0.69%"
"03/05/2019","12.750","12.838","12.838","12.700","0.39%"
"03/04/2019","12.700","12.700","12.750","12.700","0.00%"
"03/03/2019","12.700","12.750","12.750","12.700","0.00%"
"03/02/2019","12.700","12.750","12.750","12.700","2.83%"
"03/01/2019","12.350","12.350","12.350","12.350","-2.76%"
"02/28/2019","12.700","12.350","12.700","12.350","-0.78%"
"02/27/2019","12.800","12.800","12.800","12.350","3.64%"
"02/26/2019","12.350","12.350","12.350","12.350","-3.14%"
"02/25/2019","12.750","12.700","12.750","12.700","0.00%"
"02/23/2019","12.750","12.750","12.750","12.750","-0.39%"
"02/22/2019","12.800","12.800","12.800","12.750","0.00%"
"02/21/2019","12.800","12.800","12.800","12.750","0.00%"
"02/20/2019","12.800","12.800","12.800","12.750","0.00%"
"02/19/2019","12.800","12.800","12.800","12.750","0.00%"
"02/18/2019","12.800","12.800","12.800","12.750","0.39%"
"02/16/2019","12.750","12.800","12.800","12.750","-0.39%"
"02/15/2019","12.800","12.800","12.800","12.750","0.00%"
"02/14/2019","12.800","12.800","12.800","12.750","0.00%"
"02/13/2019","12.800","12.800","12.800","12.750","0.00%"
"02/12/2019","12.800","12.800","12.800","12.750","0.00%"
"02/11/2019","12.800","12.800","12.800","12.750","0.39%"
"02/09/2019","12.750","12.800","12.800","12.750","-0.39%"
"02/08/2019","12.800","12.800","12.800","12.750","0.00%"
"02/07/2019","12.800","12.800","12.800","12.750","0.00%"
"02/06/2019","12.800","12.800","12.800","12.800","0.00%"
"02/05/2019","12.800","12.800","12.800","12.650","0.00%"
"02/04/2019","12.800","12.800","12.800","12.650","0.39%"
"02/02/2019","12.750","12.750","12.750","12.750","0.79%"
"02/01/2019","12.650","12.650","12.750","12.650","-1.17%"
"01/31/2019","12.800","12.800","12.800","12.800","0.00%"
"01/30/2019","12.800","12.800","12.800","12.750","0.00%"
"01/29/2019","12.800","12.800","12.800","12.650","1.19%"
"01/28/2019","12.650","12.650","12.650","12.650","-0.78%"
"01/26/2019","12.750","12.800","12.857","12.750","-0.39%"
"01/25/2019","12.800","12.800","12.800","12.750","0.00%"
"01/24/2019","12.800","12.800","12.800","12.750","0.79%"
"01/23/2019","12.700","12.700","12.700","12.700","0.00%"
"01/22/2019","12.700","12.700","12.700","12.700","0.00%"
"01/21/2019","12.700","12.700","12.700","12.700","-0.78%"
"01/19/2019","12.800","12.800","12.800","12.800","0.00%"
"01/18/2019","12.800","12.800","12.800","12.750","0.00%"
"01/17/2019","12.800","12.800","12.800","12.700","0.00%"
"01/16/2019","12.800","12.800","12.800","12.700","0.00%"
"01/15/2019","12.800","12.800","12.800","12.700","0.00%"
"01/14/2019","12.800","12.800","12.800","12.750","0.39%"
"01/13/2019","12.750","12.750","12.750","12.750","0.00%"
"01/12/2019","12.750","12.800","12.800","12.700","-0.39%"
"01/11/2019","12.800","12.800","12.800","12.700","0.00%"
"01/10/2019","12.800","12.800","12.800","12.700","0.00%"
"01/09/2019","12.800","12.800","12.800","12.800","0.39%"
"01/08/2019","12.750","12.750","12.750","12.750","0.00%"
"01/07/2019","12.750","12.700","12.750","12.700","0.00%"
"01/06/2019","12.750","12.750","12.750","12.750","0.00%"
"01/05/2019","12.750","12.800","12.800","12.750","-0.39%"
"01/04/2019","12.800","12.800","12.800","12.750","0.00%"
"01/03/2019","12.800","12.800","12.800","12.750","0.00%"
"01/02/2019","12.800","12.800","12.800","12.750","1.22%"
"01/01/2019","12.646","12.750","12.750","12.646","0.00%"
"12/31/2018","12.646","12.646","12.646","12.646","-0.82%"
"12/30/2018","12.750","12.750","12.750","12.750","0.00%"
"12/29/2018","12.750","12.800","12.800","12.750","-0.39%"
"12/28/2018","12.800","12.800","12.800","12.750","0.39%"
"12/27/2018","12.750","12.750","12.750","12.750","0.82%"
"12/26/2018","12.646","12.750","12.750","12.646","0.00%"
"12/25/2018","12.646","12.750","12.750","12.646","0.00%"
"12/24/2018","12.646","12.646","12.646","12.646","-0.82%"
"12/23/2018","12.750","12.750","12.750","12.750","0.00%"
"12/22/2018","12.750","12.800","12.800","12.750","0.00%"
"12/21/2018","12.750","12.750","12.750","12.750","0.00%"
"12/20/2018","12.750","12.750","12.750","12.750","0.00%"
"12/19/2018","12.750","12.750","12.750","12.750","0.00%"
"12/18/2018","12.750","12.750","12.750","12.750","1.16%"
"12/17/2018","12.604","12.604","12.604","12.604","-1.15%"
"12/16/2018","12.750","12.750","12.750","12.750","1.19%"
"12/15/2018","12.600","12.750","12.750","12.600","-1.56%"
"12/14/2018","12.800","12.800","12.800","12.600","0.00%"
"12/13/2018","12.800","12.800","12.800","12.800","2.34%"
"12/12/2018","12.507","12.800","12.800","12.507","-2.29%"
"12/11/2018","12.800","12.800","12.800","12.800","0.39%"
"12/10/2018","12.750","12.750","12.750","12.750","0.00%"
"12/09/2018","12.750","12.750","12.750","12.750","2.00%"
"12/08/2018","12.500","12.750","12.750","12.500","-1.96%"
"12/07/2018","12.750","12.750","12.750","12.750","1.19%"
"12/06/2018","12.600","12.600","12.600","12.600","-1.18%"
"12/05/2018","12.750","12.750","12.750","12.750","0.00%"
"12/04/2018","12.750","12.750","12.750","12.750","1.19%"
"12/03/2018","12.600","12.603","12.800","12.600","0.00%"
"11/30/2018","12.600","12.600","12.600","12.600","-0.02%"
"11/29/2018","12.603","12.603","12.603","12.603","-1.54%"
"11/28/2018","12.800","12.800","12.800","12.800","-0.78%"
"11/27/2018","12.900","12.900","12.900","12.900","2.26%"
"11/26/2018","12.615","12.615","12.615","12.615","0.00%"
"11/23/2018","12.615","12.615","12.615","12.615","0.12%"
"11/22/2018","12.600","12.600","12.600","12.600","0.00%"
"11/21/2018","12.600","12.600","12.750","12.600","-1.18%"
"11/20/2018","12.750","12.750","12.750","12.750","0.00%"
"11/19/2018","12.750","12.750","12.750","12.750","-0.76%"
"11/16/2018","12.848","12.848","12.848","12.600","0.00%"
"11/15/2018","12.848","12.848","12.848","12.600","0.00%"
"11/14/2018","12.848","12.848","12.848","12.620","0.00%"
"11/13/2018","12.848","12.848","12.848","12.700","0.00%"
"11/12/2018","12.848","12.848","12.848","12.600","0.00%"
"11/10/2018","12.848","12.848","12.848","12.848","0.00%"
"11/09/2018","12.848","12.848","12.848","12.600","0.00%"
"11/08/2018","12.848","12.848","12.848","12.750","0.77%"
"11/07/2018","12.750","12.750","13.000","12.750","-0.76%"
"11/06/2018","12.848","12.848","12.848","12.750","0.77%"
"11/05/2018","12.750","12.750","12.750","12.750","0.00%"
"11/04/2018","12.750","12.750","12.750","12.750","0.00%"
"11/03/2018","12.750","12.750","12.750","12.750","1.19%"
"11/02/2018","12.600","12.600","12.600","12.600","-1.18%"
"11/01/2018","12.750","12.750","12.750","12.750","0.00%"
"10/31/2018","12.750","12.750","12.750","12.750","1.03%"
"10/30/2018","12.620","13.100","13.100","12.620","0.16%"
"10/29/2018","12.600","12.600","12.600","12.600","0.00%"
"10/27/2018","12.600","12.600","12.600","12.600","-1.93%"
"10/26/2018","12.848","12.848","12.848","12.600","0.00%"
"10/25/2018","12.848","12.848","12.848","12.600","0.00%"
"10/24/2018","12.848","12.929","12.929","12.600","-0.63%"
"10/23/2018","12.929","12.929","12.929","12.600","0.00%"
"10/22/2018","12.929","12.929","12.929","12.929","1.40%"
"10/19/2018","12.750","12.750","12.750","12.750","-1.38%"
"10/18/2018","12.929","12.929","12.929","12.929","0.00%"
"10/17/2018","12.929","12.929","12.929","12.600","0.00%"
"10/16/2018","12.929","12.929","12.929","12.600","0.00%"
"10/15/2018","12.929","12.929","12.929","12.600","0.00%"
"10/13/2018","12.929","12.929","12.929","12.929","0.00%"
"10/12/2018","12.929","12.929","12.929","12.800","0.00%"
"10/11/2018","12.929","12.929","12.929","12.700","0.00%"
"10/10/2018","12.929","12.929","12.929","12.929","1.80%"
"10/09/2018","12.700","12.929","12.929","12.700","0.00%"
"10/08/2018","12.700","12.700","12.700","12.700","-1.77%"
"10/06/2018","12.929","12.929","12.929","12.929","0.00%"
"10/05/2018","12.929","12.929","12.929","12.700","0.00%"
"10/04/2018","12.929","12.929","12.929","12.700","0.00%"
"10/03/2018","12.929","12.929","12.929","12.700","0.00%"
"10/02/2018","12.929","12.929","12.929","12.700","0.00%"
"10/01/2018","12.929","12.929","12.929","12.700","0.00%"
"09/29/2018","12.929","12.929","12.929","12.929","0.00%"
"09/28/2018","12.929","12.929","12.929","12.700","1.80%"
"09/27/2018","12.700","12.700","12.929","12.700","-2.31%"
"09/26/2018","13.000","13.000","13.000","13.000","2.36%"
"09/25/2018","12.700","12.700","12.700","12.700","0.00%"
"09/24/2018","12.700","12.700","12.700","12.700","-1.77%"
"09/21/2018","12.929","12.929","12.929","12.700","0.00%"
"09/20/2018","12.929","12.929","13.000","12.700","-0.55%"
"09/19/2018","13.000","13.000","13.000","13.000","0.00%"
"09/18/2018","13.000","13.000","13.000","12.700","2.36%"
"09/17/2018","12.700","12.700","12.700","12.700","0.00%"
"09/15/2018","12.700","12.700","12.700","12.700","-2.31%"
"09/14/2018","13.000","13.000","13.000","12.700","2.36%"
"09/13/2018","12.700","12.700","12.700","12.700","-2.31%"
"09/12/2018","13.000","13.000","13.000","13.000","0.00%"
"09/11/2018","13.000","13.000","13.000","13.000","-1.83%"
"09/10/2018","13.242","13.242","13.242","12.850","0.00%"
"09/08/2018","13.242","13.242","13.242","13.242","0.00%"
"09/07/2018","13.242","13.242","13.242","12.750","0.00%"
"09/06/2018","13.242","13.242","13.242","12.750","1.86%"
"09/05/2018","13.000","13.000","13.000","13.000","0.00%"
"09/04/2018","13.000","13.000","13.000","13.000","-2.26%"
"09/03/2018","13.300","13.300","13.300","12.750","2.31%"
"08/31/2018","13.000","13.000","13.000","12.900","-2.26%"
"08/30/2018","13.300","13.300","13.300","12.900","2.31%"
"08/29/2018","13.000","13.000","13.000","13.000","-0.38%"
"08/28/2018","13.050","12.900","13.100","12.900","1.16%"
"08/27/2018","12.900","13.000","13.000","12.900","-0.77%"
"08/24/2018","13.000","13.000","13.000","13.000","-0.38%"
"08/23/2018","13.050","13.050","13.050","13.050","0.38%"
"08/22/2018","13.000","13.000","13.300","13.000","-2.26%"
"08/21/2018","13.300","13.300","13.300","12.900","0.00%"
"08/20/2018","13.300","13.300","13.300","12.900","-1.48%"
"08/19/2018","13.500","13.500","13.500","13.500","0.00%"
"08/18/2018","13.500","13.500","13.500","13.500","3.85%"
"08/17/2018","13.000","13.000","13.000","13.000","-3.70%"
"08/16/2018","13.500","13.500","13.500","13.200","3.45%"
"08/15/2018","13.050","13.050","13.050","13.050","-1.88%"
"08/14/2018","13.300","13.000","13.500","13.000","0.76%"
"08/13/2018","13.200","13.200","13.200","13.200","-0.75%"
"08/11/2018","13.300","13.300","13.300","13.300","3.10%"
"08/10/2018","12.900","12.900","12.900","12.900","-3.01%"
"08/09/2018","13.300","13.300","13.300","13.300","2.31%"
"08/08/2018","13.000","13.000","13.000","13.000","-3.70%"
"08/07/2018","13.500","13.500","13.500","13.500","1.50%"
"08/06/2018","13.300","13.300","13.300","13.300","-1.48%"
"08/05/2018","13.500","13.500","13.500","13.500","0.00%"
"08/04/2018","13.500","13.300","13.500","13.300","4.25%"
"08/03/2018","12.950","13.500","13.500","12.950","-2.63%"
"08/02/2018","13.300","13.300","13.300","13.300","-1.48%"
"08/01/2018","13.500","13.000","13.500","12.950","3.85%"
"07/31/2018","13.000","13.000","13.000","13.000","0.39%"
"07/30/2018","12.950","12.950","12.950","12.950","-0.77%"
"07/28/2018","13.050","13.300","13.300","13.050","0.00%"
"07/27/2018","13.050","13.050","13.050","13.050","0.38%"
"07/26/2018","13.000","13.000","13.000","13.000","-2.26%"
"07/25/2018","13.300","13.300","13.300","13.300","0.76%"
"07/24/2018","13.200","13.200","13.500","13.050","0.00%"
"07/23/2018","13.200","13.500","13.500","13.000","-2.22%"
"07/21/2018","13.500","13.300","13.500","13.300","3.85%"
"07/20/2018","13.000","13.000","13.500","13.000","0.00%"
"07/19/2018","13.000","13.000","13.000","13.000","-2.26%"
"07/18/2018","13.300","13.300","13.300","13.300","0.76%"
"07/17/2018","13.200","13.200","13.200","13.200","1.54%"
"07/16/2018","13.000","13.000","13.000","13.000","-2.26%"
"07/14/2018","13.300","13.300","13.300","13.300","0.00%"
"07/13/2018","13.300","13.300","13.300","13.300","0.00%"
"07/12/2018","13.300","13.300","13.300","13.300","1.92%"
"07/11/2018","13.050","13.200","13.300","13.050","-0.76%"
"07/10/2018","13.150","13.150","13.150","13.050","-0.38%"
"07/09/2018","13.200","13.200","13.200","13.050","-0.75%"
"07/07/2018","13.300","13.300","13.300","13.300","1.92%"
"07/06/2018","13.050","13.050","13.300","13.050","-0.40%"
"07/05/2018","13.103","13.103","13.103","13.103","-1.48%"
"07/04/2018","13.300","13.350","13.350","13.000","1.92%"
"07/03/2018","13.050","13.300","13.300","13.050","-1.88%"
"07/02/2018","13.300","13.300","13.300","13.050","1.50%"
"06/29/2018","13.103","13.103","13.103","13.103","0.00%"
"06/28/2018","13.103","13.300","13.300","13.103","-0.36%"
"06/27/2018","13.150","13.500","13.500","13.000","-1.87%"
"06/26/2018","13.400","13.200","13.500","13.103","2.27%"
"06/25/2018","13.103","13.500","13.500","13.103","-2.94%"
"06/24/2018","13.500","13.500","13.500","13.500","0.00%"
"06/23/2018","13.500","13.500","13.500","13.500","0.00%"
"06/22/2018","13.500","13.500","13.500","13.000","3.05%"
"06/21/2018","13.100","13.300","13.500","12.700","-0.76%"
"06/20/2018","13.200","13.500","13.500","13.200","-2.22%"
"06/19/2018","13.500","13.500","13.500","13.400","0.75%"
"06/18/2018","13.400","13.400","13.400","13.200","1.52%"
"06/16/2018","13.200","13.000","13.200","13.000","0.38%"
"06/15/2018","13.150","13.150","13.150","13.150","-1.87%"
"06/14/2018","13.400","13.000","13.400","13.000","1.90%"
"06/13/2018","13.150","13.400","13.400","13.000","0.38%"
"06/12/2018","13.100","13.000","13.400","13.000","-2.96%"
"06/11/2018","13.500","13.400","13.500","13.400","0.75%"
"06/09/2018","13.400","13.500","13.500","13.400","-0.74%"
"06/08/2018","13.500","13.400","13.500","13.000","3.85%"
"06/07/2018","13.000","13.500","13.500","13.000","2.36%"
"06/06/2018","12.700","13.000","13.500","12.700","-2.31%"
"06/05/2018","13.000","13.400","13.500","13.000","0.00%"
"06/04/2018","13.000","13.000","13.500","13.000","-1.14%"
"06/01/2018","13.150","13.150","13.150","13.150","-2.59%"
"05/31/2018","13.500","13.400","13.500","13.000","0.75%"
"05/30/2018","13.400","13.000","13.400","13.000","3.08%"
"05/29/2018","13.000","13.400","13.500","13.000","-3.70%"
"05/28/2018","13.500","13.000","13.500","12.700","0.00%"
"05/27/2018","13.500","13.500","13.500","13.500","0.75%"
"05/26/2018","13.400","13.500","13.500","13.400","-0.74%"
"05/25/2018","13.500","13.400","13.500","13.100","0.00%"
"05/24/2018","13.500","13.500","13.500","13.500","3.85%"
"05/23/2018","13.000","13.400","13.400","13.000","-3.70%"
"05/22/2018","13.500","13.500","13.500","13.000","0.00%"
"05/21/2018","13.500","13.500","13.500","13.100","0.00%"
"05/20/2018","13.500","13.500","13.500","13.500","0.75%"
"05/19/2018","13.400","13.500","13.500","13.400","3.08%"
"05/18/2018","13.000","13.500","13.500","13.000","-3.70%"
"05/17/2018","13.500","13.500","13.500","13.500","0.00%"
"05/16/2018","13.500","13.500","13.500","13.000","0.00%"
"05/15/2018","13.500","13.500","13.500","13.500","2.27%"
"05/14/2018","13.200","13.400","13.500","12.950","-2.22%"
"05/12/2018","13.500","13.500","13.500","13.500","0.00%"
"05/11/2018","13.500","13.400","13.500","12.950","0.00%"
"05/10/2018","13.500","13.500","13.500","12.700","0.00%"
"05/09/2018","13.500","13.400","13.500","12.950","0.75%"
"05/08/2018","13.400","13.400","13.400","12.950","3.47%"
"05/07/2018","12.950","13.150","13.400","12.950","-0.38%"
"05/05/2018","13.000","13.400","13.400","13.000","-1.14%"
"05/04/2018","13.150","13.150","13.150","13.150","-1.87%"
"05/03/2018","13.400","13.500","13.500","13.400","1.90%"
"05/02/2018","13.150","13.150","13.150","13.150","-2.59%"
"05/01/2018","13.500","13.150","13.500","13.150","0.00%"
"04/30/2018","13.500","13.500","13.500","13.500","0.00%"
"04/28/2018","13.500","13.400","13.500","13.400","0.75%"
"04/27/2018","13.400","13.400","13.400","13.400","-0.74%"
"04/26/2018","13.500","13.500","13.500","13.500","6.30%"
"04/25/2018","12.700","12.700","12.700","12.700","-4.51%"
"04/24/2018","13.300","13.300","13.300","13.300","4.72%"
"04/23/2018","12.700","12.700","12.700","12.700","-5.93%"
"04/21/2018","13.500","13.500","13.500","13.500","2.66%"
"04/20/2018","13.150","13.150","13.150","13.150","-2.59%"
"04/19/2018","13.500","13.500","13.500","13.500","0.00%"
"04/18/2018","13.500","13.500","13.500","13.500","1.50%"
"04/17/2018","13.300","13.300","13.300","13.300","0.00%"
"04/16/2018","13.300","13.300","13.300","13.300","-1.48%"
"04/14/2018","13.500","13.300","13.500","13.300","0.00%"
"04/13/2018","13.500","13.500","13.500","13.500","0.00%"
"04/12/2018","13.500","13.500","13.500","13.500","0.00%"
"04/11/2018","13.500","13.500","13.500","13.500","0.00%"
"04/10/2018","13.500","13.500","13.500","12.700","0.00%"
"04/09/2018","13.500","12.700","13.500","12.700","3.05%"
"04/07/2018","13.100","13.000","13.100","13.000","0.77%"
"04/06/2018","13.000","13.000","13.000","13.000","-2.26%"
"04/05/2018","13.300","13.300","13.300","12.700","0.00%"
"04/04/2018","13.300","13.300","13.300","13.300","2.31%"
"04/03/2018","13.000","13.000","13.300","13.000","-0.38%"
"04/02/2018","13.050","13.050","13.050","13.050","-3.33%"
"03/31/2018","13.500","13.500","13.500","13.500","0.00%"
"03/30/2018","13.500","13.050","13.500","13.050","3.45%"
"03/29/2018","13.050","13.500","13.500","13.050","2.76%"
"03/28/2018","12.700","12.700","12.700","12.700","-5.93%"
"03/27/2018","13.500","13.500","13.500","13.500","1.50%"
"03/26/2018","13.300","13.300","13.300","13.300","-1.48%"
"03/24/2018","13.500","13.500","13.500","13.500","1.50%"
"03/23/2018","13.300","13.300","13.300","13.300","0.00%"
"03/22/2018","13.300","13.500","13.500","13.000","0.00%"
"03/21/2018","13.300","13.500","13.500","13.300","2.31%"
"03/20/2018","13.000","13.300","13.500","13.000","2.36%"
"03/19/2018","12.700","12.700","12.700","12.700","-1.55%"
"03/16/2018","12.900","12.900","12.900","12.900","-3.01%"
"03/15/2018","13.300","13.300","13.300","13.300","0.00%"
"03/14/2018","13.300","13.000","13.300","13.000","0.00%"
"03/13/2018","13.300","13.300","13.300","13.300","0.00%"
"03/12/2018","13.300","12.900","12.900","13.500","-1.48%"
