"Date","Price","Open","High","Low","Change %"
"11/02/2022","13.920","13.920","13.920","13.920","0.07%"
"11/01/2022","13.910","13.910","13.910","13.910","0.00%"
"10/31/2022","13.910","13.910","13.910","13.910","0.00%"
"10/28/2022","13.910","13.910","13.910","13.910","0.00%"
"10/27/2022","13.910","13.910","13.910","13.910","0.00%"
"10/26/2022","13.910","13.910","13.910","13.910","0.00%"
"10/25/2022","13.910","13.910","13.910","13.910","0.51%"
"10/24/2022","13.840","13.840","13.840","13.840","-0.79%"
"10/21/2022","13.950","13.950","13.950","13.950","-2.99%"
"10/20/2022","14.380","14.380","14.380","14.380","3.38%"
"10/19/2022","13.910","13.910","13.910","13.910","0.00%"
"10/18/2022","13.910","13.910","13.910","13.910","-0.29%"
"10/17/2022","13.951","13.823","13.951","13.823","0.29%"
"10/14/2022","13.910","13.910","13.910","13.910","0.00%"
"10/13/2022","13.910","13.910","13.910","13.910","0.00%"
"10/12/2022","13.910","13.910","13.910","13.910","0.00%"
"10/11/2022","13.910","13.930","13.930","13.910","-3.27%"
"10/10/2022","14.380","14.379","14.380","14.379","3.08%"
"10/07/2022","13.950","14.014","14.014","13.930","0.14%"
"10/06/2022","13.930","13.930","13.930","13.930","0.00%"
"10/05/2022","13.930","13.930","13.930","13.930","0.00%"
"10/04/2022","13.930","13.950","13.950","13.910","0.14%"
"10/03/2022","13.910","13.910","13.910","13.910","0.00%"
"09/30/2022","13.910","13.910","13.910","13.910","0.00%"
"09/29/2022","13.910","13.950","14.014","13.823","0.00%"
"09/28/2022","13.910","13.950","13.950","13.910","0.00%"
"09/27/2022","13.910","13.910","13.910","13.910","0.00%"
"09/26/2022","13.910","13.910","13.910","13.910","-0.07%"
"09/23/2022","13.920","13.920","13.920","13.920","0.00%"
"09/22/2022","13.920","13.920","13.920","13.920","0.00%"
"09/21/2022","13.920","13.920","13.920","13.920","0.00%"
"09/20/2022","13.920","13.920","13.920","13.920","0.00%"
"09/19/2022","13.920","13.920","13.920","13.920","-0.22%"
"09/16/2022","13.950","13.950","13.950","13.950","0.00%"
"09/15/2022","13.950","13.950","13.950","13.950","0.00%"
"09/14/2022","13.950","13.950","13.950","13.950","0.00%"
"09/13/2022","13.950","13.950","13.950","13.950","0.00%"
"09/12/2022","13.950","13.950","13.950","13.950","0.00%"
"09/09/2022","13.950","13.950","13.950","13.950","0.00%"
"09/08/2022","13.950","13.950","13.950","13.950","0.00%"
"09/07/2022","13.950","13.950","13.950","13.950","0.00%"
"09/06/2022","13.950","13.950","13.950","13.950","0.00%"
"09/05/2022","13.950","13.950","13.950","13.950","0.00%"
"09/02/2022","13.950","13.950","13.950","13.950","-1.06%"
"09/01/2022","14.100","14.100","14.100","14.100","0.00%"
"08/31/2022","14.100","14.100","14.100","14.100","0.00%"
"08/30/2022","14.100","14.100","14.100","14.100","0.00%"
"08/29/2022","14.100","14.100","14.100","14.100","0.00%"
"08/26/2022","14.100","14.100","14.100","14.100","0.00%"
"08/25/2022","14.100","14.100","14.100","14.100","1.59%"
"08/24/2022","13.880","13.880","13.880","13.880","-1.56%"
"08/23/2022","14.100","14.100","14.100","14.100","1.59%"
"08/22/2022","13.880","13.880","13.880","13.880","-1.56%"
"08/19/2022","14.100","14.100","14.100","14.100","0.00%"
"08/18/2022","14.100","14.100","14.100","14.100","0.00%"
"08/17/2022","14.100","14.100","14.100","14.100","0.00%"
"08/16/2022","14.100","14.100","14.100","14.100","0.00%"
"08/15/2022","14.100","14.100","14.100","14.100","0.00%"
"08/12/2022","14.100","14.100","14.100","14.100","0.00%"
"08/11/2022","14.100","14.100","14.100","14.100","2.58%"
"08/10/2022","13.746","13.950","13.950","13.746","-2.51%"
"08/09/2022","14.100","14.100","14.100","14.100","0.00%"
"08/08/2022","14.100","14.100","14.100","14.100","0.00%"
"08/05/2022","14.100","14.100","14.100","14.100","1.16%"
"08/04/2022","13.939","13.939","13.939","13.939","0.00%"
"08/03/2022","13.939","13.939","13.939","13.939","0.00%"
"08/02/2022","13.939","13.939","13.939","13.939","0.00%"
"08/01/2022","13.939","13.939","13.939","13.939","0.00%"
"07/29/2022","13.939","13.939","13.939","13.939","0.00%"
"07/28/2022","13.939","13.939","13.939","13.939","0.00%"
"07/27/2022","13.939","13.939","13.939","13.939","0.00%"
"07/26/2022","13.939","13.939","13.939","13.939","0.00%"
"07/25/2022","13.939","13.939","13.939","13.939","0.00%"
"07/22/2022","13.939","13.939","13.939","13.939","0.00%"
"07/21/2022","13.939","13.939","13.939","13.939","0.00%"
"07/20/2022","13.939","13.939","13.939","13.939","0.86%"
"07/19/2022","13.820","13.820","13.820","13.820","0.00%"
"07/18/2022","13.820","13.820","13.820","13.820","-0.85%"
"07/15/2022","13.938","13.938","13.938","13.938","0.00%"
"07/14/2022","13.938","13.938","13.938","13.938","-0.01%"
"07/13/2022","13.939","13.939","13.939","13.939","-0.86%"
"07/12/2022","14.060","14.060","14.060","14.060","-3.03%"
"07/11/2022","14.499","14.499","14.499","14.499","3.12%"
"07/08/2022","14.060","14.060","14.060","14.060","0.00%"
"07/07/2022","14.060","14.060","14.060","14.060","0.00%"
"07/06/2022","14.060","14.060","14.060","14.060","0.00%"
"07/05/2022","14.060","14.060","14.060","14.060","0.00%"
"07/04/2022","14.060","14.060","14.060","14.060","0.00%"
"07/01/2022","14.060","14.060","14.060","14.060","0.00%"
"06/30/2022","14.060","14.060","14.060","14.060","0.59%"
"06/29/2022","13.978","13.978","13.978","13.978","0.85%"
"06/28/2022","13.860","13.860","13.860","13.860","0.00%"
"06/27/2022","13.860","13.860","13.860","13.860","-1.42%"
"06/24/2022","14.060","14.060","14.060","14.060","0.21%"
"06/23/2022","14.030","14.030","14.030","14.030","0.00%"
"06/22/2022","14.030","14.030","14.030","14.030","0.00%"
"06/21/2022","14.030","14.030","14.030","14.030","0.00%"
"06/20/2022","14.030","14.030","14.030","14.030","1.23%"
"06/17/2022","13.860","13.860","13.860","13.860","0.00%"
"06/16/2022","13.860","13.860","13.860","13.860","0.00%"
"06/15/2022","13.860","13.860","13.860","13.860","0.00%"
"06/14/2022","13.860","13.860","13.860","13.860","-1.21%"
"06/13/2022","14.030","14.030","14.030","14.030","0.00%"
"06/10/2022","14.030","14.030","14.030","14.030","0.00%"
"06/09/2022","14.030","14.030","14.030","14.030","0.00%"
"06/08/2022","14.030","14.030","14.030","14.030","0.00%"
"06/07/2022","14.030","14.030","14.030","14.030","0.00%"
"06/06/2022","14.030","14.030","14.030","14.030","0.21%"
"06/03/2022","14.000","14.000","14.000","14.000","-0.21%"
"06/02/2022","14.030","14.030","14.050","14.030","-3.01%"
"06/01/2022","14.466","14.488","14.488","14.466","2.96%"
"05/31/2022","14.050","14.050","14.050","14.050","0.14%"
"05/30/2022","14.030","14.030","14.030","14.030","1.23%"
"05/27/2022","13.860","13.860","13.860","13.860","0.00%"
"05/26/2022","13.860","13.860","13.860","13.860","-1.35%"
"05/25/2022","14.050","14.050","14.050","14.050","0.00%"
"05/24/2022","14.050","14.050","14.050","14.050","0.00%"
"05/23/2022","14.050","14.050","14.050","14.050","0.00%"
"05/20/2022","14.050","14.050","14.050","14.050","0.00%"
"05/19/2022","14.050","14.050","14.050","14.050","0.00%"
"05/18/2022","14.050","14.050","14.050","14.050","0.00%"
"05/17/2022","14.050","14.050","14.050","14.050","0.00%"
"05/16/2022","14.050","14.050","14.050","14.050","0.00%"
"05/13/2022","14.050","14.050","14.050","14.050","0.00%"
"05/12/2022","14.050","14.050","14.050","14.050","0.00%"
"05/11/2022","14.050","14.050","14.050","14.050","0.00%"
"05/10/2022","14.050","14.050","14.050","14.050","0.00%"
"05/09/2022","14.050","14.050","14.050","14.050","0.00%"
"05/06/2022","14.050","14.050","14.050","14.050","0.00%"
"05/05/2022","14.050","14.050","14.050","14.050","0.00%"
"05/04/2022","14.050","14.050","14.050","14.050","-3.01%"
"05/03/2022","14.486","14.486","14.486","14.486","0.00%"
"05/02/2022","14.486","14.486","14.486","14.486","0.00%"
"04/29/2022","14.486","14.486","14.486","14.486","0.00%"
"04/28/2022","14.486","14.380","14.486","14.380","3.11%"
"04/27/2022","14.050","14.050","14.050","14.050","1.96%"
"04/26/2022","13.780","13.780","13.780","13.780","0.00%"
"04/25/2022","13.780","13.780","13.780","13.780","0.00%"
"04/22/2022","13.780","13.780","13.780","13.780","-0.86%"
"04/21/2022","13.900","13.900","13.900","13.900","0.00%"
"04/20/2022","13.900","13.900","13.900","13.900","0.22%"
"04/19/2022","13.870","13.870","13.870","13.870","-2.30%"
"04/18/2022","14.197","14.197","14.197","14.197","0.00%"
"04/15/2022","14.197","14.197","14.197","14.197","3.03%"
"04/14/2022","13.780","13.780","13.780","13.780","0.00%"
"04/13/2022","13.780","13.780","13.780","13.780","0.00%"
"04/12/2022","13.780","13.780","13.780","13.780","0.00%"
"04/11/2022","13.780","13.780","13.780","13.780","0.00%"
"04/08/2022","13.780","13.780","13.780","13.780","0.00%"
"04/07/2022","13.780","13.780","13.780","13.780","0.00%"
"04/06/2022","13.780","13.780","13.780","13.780","0.00%"
"04/05/2022","13.780","13.780","13.780","13.780","0.00%"
"04/04/2022","13.780","13.780","13.780","13.780","0.00%"
"04/01/2022","13.780","13.780","13.780","13.780","0.00%"
"03/31/2022","13.780","13.780","13.780","13.780","0.00%"
"03/30/2022","13.780","13.780","13.780","13.780","0.00%"
"03/29/2022","13.780","13.780","13.780","13.780","-0.58%"
"03/28/2022","13.860","13.860","13.860","13.860","0.58%"
"03/25/2022","13.780","13.780","13.780","13.780","-0.58%"
"03/24/2022","13.860","13.860","13.860","13.860","4.49%"
"03/23/2022","13.264","13.264","13.264","13.264","0.00%"
"03/22/2022","13.264","13.264","13.264","13.264","0.00%"
"03/21/2022","13.264","13.264","13.264","13.264","0.00%"
"03/18/2022","13.264","13.264","13.264","13.264","0.00%"
"03/17/2022","13.264","13.264","13.264","13.264","0.00%"
"03/16/2022","13.264","13.264","13.264","13.264","-0.29%"
"03/15/2022","13.302","13.302","13.302","13.302","-2.41%"
"03/14/2022","13.630","13.630","13.630","13.630","1.26%"
"03/11/2022","13.460","13.460","13.460","13.302","0.37%"
"03/10/2022","13.410","13.302","13.410","13.302","0.00%"
"03/09/2022","13.410","13.410","13.410","13.302","-2.01%"
"03/08/2022","13.685","13.686","13.686","13.587","2.88%"
"03/07/2022","13.302","13.302","13.302","13.302","0.29%"
"03/04/2022","13.264","13.264","13.264","13.264","-0.27%"
"03/03/2022","13.300","13.300","13.300","13.300","0.00%"
"03/02/2022","13.300","13.300","13.300","13.300","0.27%"
"03/01/2022","13.264","13.264","13.264","13.264","-0.27%"
"02/28/2022","13.300","13.300","13.300","13.300","0.38%"
"02/25/2022","13.250","13.250","13.250","13.250","-0.11%"
"02/24/2022","13.264","13.264","13.264","13.264","0.11%"
"02/23/2022","13.250","13.250","13.250","13.250","0.00%"
"02/22/2022","13.250","13.250","13.250","13.250","-0.23%"
"02/21/2022","13.280","13.280","13.280","13.250","0.08%"
"02/18/2022","13.270","13.200","13.270","13.200","0.53%"
"02/17/2022","13.200","13.200","13.200","13.200","0.00%"
"02/16/2022","13.200","13.200","13.200","13.200","0.00%"
"02/15/2022","13.200","13.111","13.200","13.111","-0.53%"
"02/14/2022","13.270","13.270","13.270","13.270","0.53%"
"02/11/2022","13.200","13.200","13.200","13.200","-0.53%"
"02/10/2022","13.270","13.270","13.270","13.200","0.53%"
"02/09/2022","13.200","13.200","13.200","13.200","0.00%"
"02/08/2022","13.200","13.200","13.200","13.200","-0.53%"
"02/07/2022","13.270","13.270","13.270","13.270","0.91%"
"02/04/2022","13.150","13.150","13.150","13.150","-0.75%"
"02/03/2022","13.250","13.250","13.250","13.150","0.00%"
"02/02/2022","13.250","13.250","13.250","13.250","1.15%"
"02/01/2022","13.100","13.100","13.100","13.100","-1.13%"
"01/31/2022","13.250","13.250","13.250","13.250","0.00%"
"01/28/2022","13.250","13.250","13.250","13.250","0.00%"
"01/27/2022","13.250","13.250","13.250","13.250","0.00%"
"01/26/2022","13.250","13.250","13.250","13.250","0.00%"
"01/25/2022","13.250","13.250","13.250","13.111","0.30%"
"01/24/2022","13.210","13.210","13.210","13.210","0.00%"
"01/21/2022","13.210","13.210","13.210","13.210","0.84%"
"01/20/2022","13.100","13.100","13.100","13.100","0.00%"
"01/19/2022","13.100","13.100","13.100","13.100","-0.83%"
"01/18/2022","13.210","13.210","13.210","13.210","-2.77%"
"01/17/2022","13.587","13.587","13.587","13.587","0.87%"
"01/15/2022","13.469","13.469","13.469","13.469","2.82%"
"01/14/2022","13.100","13.100","13.100","13.100","0.00%"
"01/13/2022","13.100","13.100","13.100","13.100","0.00%"
"01/12/2022","13.100","13.100","13.100","13.100","-0.83%"
"01/11/2022","13.210","13.210","13.210","13.210","0.00%"
"01/10/2022","13.210","13.210","13.210","13.100","0.00%"
"01/07/2022","13.210","13.210","13.210","13.210","0.00%"
"01/06/2022","13.210","13.210","13.210","13.210","0.84%"
"01/05/2022","13.100","13.100","13.100","13.100","-0.83%"
"01/04/2022","13.210","13.210","13.210","13.210","0.00%"
"01/03/2022","13.210","13.210","13.210","13.210","0.00%"
"12/31/2021","13.210","13.210","13.210","13.050","0.00%"
"12/30/2021","13.210","13.210","13.210","13.210","0.08%"
"12/29/2021","13.200","13.200","13.200","13.200","1.15%"
"12/28/2021","13.050","13.050","13.200","13.050","-3.87%"
"12/27/2021","13.576","13.576","13.576","13.576","4.03%"
"12/24/2021","13.050","13.050","13.050","13.050","0.00%"
"12/23/2021","13.050","13.050","13.050","13.050","-1.14%"
"12/22/2021","13.200","13.200","13.200","13.200","0.00%"
"12/21/2021","13.200","13.200","13.200","13.200","0.00%"
"12/20/2021","13.200","13.200","13.200","13.200","0.00%"
"12/17/2021","13.200","13.200","13.200","13.200","0.00%"
"12/16/2021","13.200","12.950","12.950","12.950","1.93%"
"12/15/2021","12.950","12.950","12.950","12.950","0.00%"
"12/14/2021","12.950","12.950","12.950","12.950","-2.62%"
"12/13/2021","13.299","13.299","13.299","13.299","3.09%"
"12/10/2021","12.900","12.900","12.900","12.900","-1.83%"
"12/09/2021","13.140","13.130","13.140","13.130","0.18%"
"12/08/2021","13.116","12.966","13.166","12.966","2.07%"
"12/07/2021","12.850","12.850","12.850","12.850","-0.89%"
"12/06/2021","12.966","12.966","12.966","12.966","-1.25%"
"12/03/2021","13.130","13.130","13.130","13.130","0.00%"
"12/02/2021","13.130","13.160","13.160","13.130","-0.23%"
"12/01/2021","13.160","13.160","13.160","13.160","0.84%"
"11/30/2021","13.050","13.010","13.050","12.950","0.31%"
"11/29/2021","13.010","13.010","13.010","13.010","-1.14%"
"11/26/2021","13.160","13.160","13.160","13.160","1.15%"
"11/25/2021","13.010","13.010","13.010","13.010","-1.14%"
"11/24/2021","13.160","13.160","13.160","13.160","0.00%"
"11/23/2021","13.160","13.160","13.160","13.160","2.81%"
"11/22/2021","12.800","12.800","12.800","12.800","-3.47%"
"11/19/2021","13.260","13.260","13.260","13.260","2.79%"
"11/18/2021","12.900","12.900","12.900","12.900","0.00%"
"11/17/2021","12.900","12.900","12.900","12.900","-1.98%"
"11/16/2021","13.160","13.160","13.160","13.160","-0.08%"
"11/15/2021","13.170","13.170","13.170","13.170","0.00%"
"11/12/2021","13.170","13.170","13.170","13.170","0.00%"
"11/11/2021","13.170","13.170","13.170","13.170","0.00%"
"11/10/2021","13.170","13.170","13.170","13.170","0.00%"
"11/09/2021","13.170","13.170","13.170","13.170","0.00%"
"11/08/2021","13.170","13.170","13.170","13.170","0.15%"
"11/05/2021","13.150","13.170","13.170","13.170","-0.83%"
"11/04/2021","13.260","13.260","13.260","13.260","4.00%"
"11/03/2021","12.750","12.750","12.750","12.750","-3.04%"
"11/02/2021","13.150","13.260","13.260","13.150","-0.08%"
"11/01/2021","13.160","13.160","13.160","13.160","2.81%"
"10/29/2021","12.800","12.800","12.800","12.800","-2.74%"
"10/28/2021","13.160","13.160","13.160","13.160","0.00%"
"10/27/2021","13.160","13.160","13.160","13.160","0.30%"
"10/26/2021","13.120","13.120","13.120","13.120","2.50%"
"10/25/2021","12.800","12.800","12.800","12.800","-3.81%"
"10/23/2021","13.307","13.307","13.307","13.307","1.12%"
"10/22/2021","13.160","13.160","13.160","12.950","0.00%"
"10/21/2021","13.160","13.160","13.160","12.950","-2.75%"
"10/20/2021","13.532","13.532","13.532","13.532","2.83%"
"10/19/2021","13.160","13.160","13.160","13.160","0.00%"
"10/18/2021","13.160","13.160","13.160","12.950","-1.11%"
"10/16/2021","13.307","13.307","13.307","13.307","1.12%"
"10/15/2021","13.160","13.160","13.160","13.160","0.00%"
"10/14/2021","13.160","13.160","13.160","12.950","1.62%"
"10/13/2021","12.950","12.950","12.950","12.950","-1.60%"
"10/12/2021","13.160","13.160","13.160","13.160","-2.51%"
"10/11/2021","13.500","13.500","13.500","13.500","1.85%"
"10/09/2021","13.254","13.254","13.254","13.254","2.74%"
"10/08/2021","12.900","12.900","12.900","12.900","-1.75%"
"10/07/2021","13.130","13.130","13.130","13.130","1.78%"
"10/06/2021","12.900","12.900","12.900","12.900","-1.68%"
"10/05/2021","13.120","13.120","13.120","13.120","0.00%"
"10/04/2021","13.120","13.120","13.120","13.120","0.00%"
"10/01/2021","13.120","13.120","13.120","12.900","1.71%"
"09/30/2021","12.900","12.900","12.900","12.900","-1.60%"
"09/29/2021","13.110","13.110","13.110","13.110","0.00%"
"09/28/2021","13.110","13.110","13.110","13.110","-0.08%"
"09/27/2021","13.120","13.120","13.120","13.120","-1.01%"
"09/25/2021","13.253","13.253","13.253","13.253","0.94%"
"09/24/2021","13.130","13.130","13.130","13.130","1.78%"
"09/23/2021","12.900","12.900","12.900","12.900","-1.68%"
"09/22/2021","13.120","13.120","13.120","13.120","0.00%"
"09/21/2021","13.120","13.120","13.120","13.120","0.00%"
"09/20/2021","13.120","13.120","13.120","13.120","-1.01%"
"09/19/2021","13.253","13.253","13.253","13.253","0.00%"
"09/18/2021","13.253","13.253","13.253","13.253","1.02%"
"09/17/2021","13.120","13.120","13.120","13.120","0.00%"
"09/16/2021","13.120","13.120","13.120","13.120","-1.06%"
"09/15/2021","13.260","13.260","13.260","13.260","2.79%"
"09/14/2021","12.900","12.900","12.900","12.900","0.00%"
"09/13/2021","12.900","12.900","12.900","12.900","-2.67%"
"09/12/2021","13.254","13.255","13.255","13.254","0.00%"
"09/11/2021","13.255","13.255","13.255","13.255","0.19%"
"09/10/2021","13.229","13.229","13.229","13.229","0.00%"
"09/09/2021","13.229","13.229","13.229","13.229","0.00%"
"09/08/2021","13.229","13.229","13.229","13.229","0.00%"
"09/07/2021","13.229","13.229","13.229","13.229","0.00%"
"09/06/2021","13.229","13.229","13.229","13.229","-0.20%"
"09/04/2021","13.255","13.255","13.255","13.255","0.20%"
"09/03/2021","13.229","13.229","13.229","13.229","-0.23%"
"09/02/2021","13.260","13.260","13.260","12.900","0.23%"
"09/01/2021","13.229","13.229","13.229","12.900","0.08%"
"08/31/2021","13.219","13.219","13.219","13.219","0.00%"
"08/30/2021","13.219","13.219","13.219","13.219","-0.28%"
"08/28/2021","13.256","13.256","13.256","13.256","2.76%"
"08/27/2021","12.900","12.900","12.900","12.900","0.00%"
"08/26/2021","12.900","12.900","12.900","12.900","-2.41%"
"08/25/2021","13.219","13.219","13.219","12.900","0.02%"
"08/24/2021","13.216","13.216","13.216","12.900","0.00%"
"08/23/2021","13.216","13.209","13.216","12.950","-0.70%"
"08/21/2021","13.309","13.309","13.309","13.309","2.78%"
"08/20/2021","12.950","13.209","13.209","12.950","-1.96%"
"08/19/2021","13.209","13.209","13.209","13.209","0.00%"
"08/18/2021","13.209","13.209","13.209","13.209","2.00%"
"08/17/2021","12.950","12.950","12.950","12.950","0.00%"
"08/16/2021","12.950","12.950","12.950","12.950","-1.64%"
"08/13/2021","13.166","13.166","13.166","13.166","2.06%"
"08/12/2021","12.900","12.900","12.900","12.900","0.00%"
"08/11/2021","12.900","12.900","12.900","12.900","-2.02%"
"08/10/2021","13.166","13.166","13.166","13.166","2.06%"
"08/09/2021","12.900","12.900","12.900","12.900","-2.69%"
"08/07/2021","13.256","13.256","13.256","13.256","2.76%"
"08/06/2021","12.900","12.900","12.900","12.900","0.00%"
"08/05/2021","12.900","12.900","12.900","12.900","0.00%"
"08/04/2021","12.900","12.900","12.900","12.900","0.00%"
"08/03/2021","12.900","12.900","12.900","12.900","0.00%"
"08/02/2021","12.900","12.900","12.900","12.900","-1.82%"
"07/30/2021","13.139","13.139","13.139","13.139","0.00%"
"07/29/2021","13.139","13.139","13.139","13.139","2.65%"
"07/28/2021","12.800","12.800","12.800","12.800","-2.58%"
"07/27/2021","13.139","13.139","13.139","13.139","0.00%"
"07/26/2021","13.139","13.139","13.139","13.139","-0.07%"
"07/24/2021","13.149","13.149","13.149","13.149","0.17%"
"07/23/2021","13.126","13.126","13.126","13.126","2.55%"
"07/22/2021","12.800","12.800","12.800","12.800","-2.61%"
"07/21/2021","13.143","13.159","13.260","13.143","-0.04%"
"07/20/2021","13.149","13.149","13.149","13.149","2.72%"
"07/19/2021","12.800","12.800","12.800","12.800","-3.24%"
"07/17/2021","13.229","13.229","13.229","13.229","2.75%"
"07/16/2021","12.875","13.159","13.159","12.875","0.00%"
"07/15/2021","12.875","12.875","12.875","12.875","0.00%"
"07/14/2021","12.875","13.173","13.173","12.875","0.00%"
"07/13/2021","12.875","12.875","12.875","12.875","0.00%"
"07/12/2021","12.875","12.875","12.875","12.875","-2.87%"
"07/10/2021","13.255","13.386","13.387","13.255","2.76%"
"07/09/2021","12.900","12.900","12.900","12.900","-2.07%"
"07/08/2021","13.173","13.173","13.173","13.173","0.05%"
"07/07/2021","13.166","13.166","13.166","13.166","0.02%"
"07/06/2021","13.163","13.163","13.163","13.163","0.00%"
"07/05/2021","13.163","13.280","13.280","12.900","-0.69%"
"07/03/2021","13.255","13.255","13.255","13.255","2.75%"
"07/02/2021","12.900","12.900","12.900","12.900","0.00%"
"07/01/2021","12.900","12.900","12.900","12.900","0.00%"
"06/30/2021","12.900","13.280","13.280","12.900","-2.71%"
"06/29/2021","13.260","13.260","13.260","12.900","2.79%"
"06/28/2021","12.900","13.000","13.000","13.000","-2.88%"
"06/26/2021","13.282","13.282","13.282","13.282","2.76%"
"06/25/2021","12.925","12.925","12.925","12.925","0.00%"
"06/24/2021","12.925","12.925","12.925","12.925","-2.67%"
"06/23/2021","13.280","13.280","13.280","13.280","2.75%"
"06/22/2021","12.925","12.925","12.925","12.925","-2.77%"
"06/21/2021","13.293","13.293","13.293","13.293","0.69%"
"06/19/2021","13.201","13.308","13.308","13.201","-0.43%"
"06/18/2021","13.259","13.259","13.259","13.259","-0.01%"
"06/17/2021","13.260","13.260","13.260","13.260","0.00%"
"06/16/2021","13.260","13.260","13.260","12.950","0.01%"
"06/15/2021","13.259","13.259","13.259","13.259","0.00%"
"06/14/2021","13.259","13.259","13.259","13.259","-1.63%"
"06/12/2021","13.479","13.361","13.479","13.361","3.68%"
"06/11/2021","13.000","13.000","13.000","13.000","-1.95%"
"06/10/2021","13.259","13.259","13.259","13.259","1.99%"
"06/09/2021","13.000","13.000","13.000","13.000","-1.95%"
"06/08/2021","13.259","13.259","13.259","13.259","0.00%"
"06/07/2021","13.259","13.259","13.259","13.259","-0.77%"
"06/05/2021","13.361","13.361","13.361","13.361","2.78%"
"06/04/2021","13.000","13.000","13.000","13.000","-1.95%"
"06/03/2021","13.259","13.259","13.259","13.259","1.99%"
"06/02/2021","13.000","13.000","13.000","13.000","-2.71%"
"06/01/2021","13.361","13.361","13.649","13.361","2.78%"
"05/31/2021","13.000","13.000","13.000","13.000","-2.71%"
"05/29/2021","13.361","13.361","13.361","13.361","2.78%"
"05/28/2021","13.000","13.000","13.000","13.000","0.00%"
"05/27/2021","13.000","13.000","13.000","13.000","0.00%"
"05/26/2021","13.000","13.269","13.269","13.269","0.00%"
"05/25/2021","13.000","13.000","13.000","13.000","-2.03%"
"05/24/2021","13.269","13.219","13.269","13.000","0.38%"
"05/21/2021","13.219","13.219","13.219","13.219","0.00%"
"05/20/2021","13.219","13.219","13.219","13.219","2.47%"
"05/19/2021","12.900","12.900","12.900","12.900","-2.41%"
"05/18/2021","13.219","13.219","13.219","13.219","-0.08%"
"05/17/2021","13.229","13.229","13.229","13.229","-2.77%"
"05/14/2021","13.606","13.606","13.606","13.606","2.85%"
"05/13/2021","13.229","13.229","13.229","13.229","0.00%"
"05/12/2021","13.229","13.229","13.229","13.229","0.00%"
"05/11/2021","13.229","12.897","13.229","12.897","-0.17%"
"05/10/2021","13.252","13.252","13.253","13.252","-2.78%"
"05/07/2021","13.631","13.254","13.631","13.254","2.86%"
"05/06/2021","13.252","13.252","13.252","12.900","2.73%"
"05/05/2021","12.900","12.900","12.900","12.900","-2.66%"
"05/04/2021","13.252","13.252","13.252","13.252","2.25%"
"05/03/2021","12.960","12.960","12.960","12.900","-2.61%"
"05/01/2021","13.307","13.307","13.307","13.307","2.76%"
"04/30/2021","12.950","12.950","12.950","12.950","0.00%"
"04/29/2021","12.950","12.950","12.950","12.950","-2.36%"
"04/28/2021","13.263","13.263","13.263","12.950","2.42%"
"04/27/2021","12.950","12.950","12.950","12.950","0.00%"
"04/26/2021","12.950","12.950","12.950","12.950","-2.68%"
"04/24/2021","13.307","13.307","13.307","13.307","0.48%"
"04/23/2021","13.243","13.243","13.243","13.243","0.00%"
"04/22/2021","13.243","13.243","13.243","13.243","0.00%"
"04/21/2021","13.243","13.243","13.243","13.243","0.00%"
"04/20/2021","13.243","13.243","13.243","12.950","2.26%"
"04/19/2021","12.950","12.950","12.950","12.950","-2.68%"
"04/17/2021","13.307","13.307","13.307","13.307","2.76%"
"04/16/2021","12.950","12.950","12.950","12.950","0.00%"
"04/15/2021","12.950","12.950","12.950","12.950","0.00%"
"04/14/2021","12.950","12.950","12.950","12.950","0.00%"
"04/13/2021","12.950","12.950","12.950","12.950","-1.94%"
"04/12/2021","13.206","13.172","13.250","12.950","0.26%"
"04/09/2021","13.172","13.182","13.182","13.169","1.71%"
"04/08/2021","12.950","12.950","12.950","12.950","0.00%"
"04/07/2021","12.950","12.950","12.950","12.950","0.00%"
"04/06/2021","12.950","12.950","12.950","12.950","-4.46%"
"04/05/2021","13.555","13.555","13.555","13.555","1.86%"
"04/03/2021","13.307","13.307","13.307","13.307","-1.83%"
"04/02/2021","13.555","13.307","13.555","13.307","4.67%"
"04/01/2021","12.950","12.950","12.950","12.950","0.78%"
"03/31/2021","12.850","12.850","12.850","12.850","0.00%"
"03/30/2021","12.850","12.850","12.850","12.850","0.00%"
"03/29/2021","12.850","12.850","12.850","12.850","0.00%"
"03/26/2021","12.850","12.850","12.850","12.850","0.00%"
"03/25/2021","12.850","12.850","12.850","12.850","0.00%"
"03/24/2021","12.850","12.850","12.900","12.850","0.00%"
"03/23/2021","12.850","12.850","12.850","12.850","-2.52%"
"03/22/2021","13.182","13.182","13.182","12.850","0.27%"
"03/20/2021","13.146","13.146","13.146","13.146","2.71%"
"03/19/2021","12.800","12.800","12.800","12.800","0.00%"
"03/18/2021","12.800","12.800","12.800","12.800","0.00%"
"03/17/2021","12.800","12.800","12.800","12.800","-2.73%"
"03/16/2021","13.159","13.159","13.159","13.159","0.00%"
"03/15/2021","13.159","13.159","13.159","12.800","0.49%"
"03/13/2021","13.094","13.094","13.094","13.094","2.70%"
"03/12/2021","12.750","12.750","12.750","12.750","0.00%"
"03/11/2021","12.750","12.750","12.750","12.750","0.00%"
"03/10/2021","12.750","12.750","12.750","12.750","0.00%"
"03/09/2021","12.750","12.750","12.750","12.750","-2.34%"
"03/08/2021","13.056","13.056","13.056","12.750","-0.70%"
"03/06/2021","13.148","13.148","13.148","13.148","2.72%"
